Id,firstName,lastName,salary,managerId
45590,First45590,Last45590,41252,3402
62318,First62318,Last62318,32301,9926
86411,First86411,Last86411,42871,65206
68173,First68173,Last68173,34260,20129
20449,First20449,Last20449,47645,12267
64098,First64098,Last64098,31002,17015
68964,First68964,Last68964,42385,52202
98896,First98896,Last98896,43875,65142
40851,First40851,Last40851,46122,8710
94147,First94147,Last94147,31612,59508
92995,First92995,Last92995,44672,11900
17788,First17788,Last17788,44175,14752
77217,First77217,Last77217,40529,30085
72380,First72380,Last72380,41202,22098
41431,First41431,Last41431,39306,24079
77604,First77604,Last77604,41763,43293
46526,First46526,Last46526,38566,30493
99577,First99577,Last99577,41730,26254
60415,First60415,Last60415,42299,38987
57027,First57027,Last57027,48256,33451
86215,First86215,Last86215,48009,4100
806,First806,Last806,39746,515
74597,First74597,Last74597,47973,33298
99463,First99463,Last99463,45000,78612
1322,First1322,Last1322,41994,1095
31589,First31589,Last31589,32597,16212
90059,First90059,Last90059,47031,73973
29108,First29108,Last29108,33255,12230
50851,First50851,Last50851,46694,6615
40715,First40715,Last40715,46142,2431
24541,First24541,Last24541,56849,13111
38827,First38827,Last38827,34432,7547
10788,First10788,Last10788,36388,3306
65922,First65922,Last65922,36317,10093
69948,First69948,Last69948,38706,38325
69039,First69039,Last69039,43618,4730
32507,First32507,Last32507,33727,6239
50044,First50044,Last50044,39714,4338
8664,First8664,Last8664,40128,1624
99311,First99311,Last99311,48505,81050
96572,First96572,Last96572,39401,30155
81835,First81835,Last81835,30166,45203
28304,First28304,Last28304,44819,18950
64626,First64626,Last64626,46265,27590
27057,First27057,Last27057,40037,8629
16298,First16298,Last16298,47373,3299
56934,First56934,Last56934,43024,24316
64219,First64219,Last64219,36274,12213
17147,First17147,Last17147,67648,3951
11858,First11858,Last11858,39991,3553
67853,First67853,Last67853,48652,19103
9116,First9116,Last9116,67656,2354
28715,First28715,Last28715,38377,18814
87853,First87853,Last87853,45008,19738
41627,First41627,Last41627,38514,17534
91096,First91096,Last91096,49670,28739
33763,First33763,Last33763,44998,8262
54072,First54072,Last54072,31499,24609
31491,First31491,Last31491,44027,4847
81965,First81965,Last81965,30588,6471
24942,First24942,Last24942,41326,9089
81931,First81931,Last81931,30590,66440
56266,First56266,Last56266,31329,15059
71036,First71036,Last71036,40898,51953
87601,First87601,Last87601,37371,34653
67208,First67208,Last67208,48779,30019
62871,First62871,Last62871,41194,39464
1876,First1876,Last1876,46981,628
23049,First23049,Last23049,43859,13836
12699,First12699,Last12699,42494,1230
39519,First39519,Last39519,31531,5332
70074,First70074,Last70074,34745,51553
44088,First44088,Last44088,32491,11705
18031,First18031,Last18031,46683,14404
61320,First61320,Last61320,49307,41804
78688,First78688,Last78688,46043,25764
89123,First89123,Last89123,35908,67639
67485,First67485,Last67485,34758,35469
12766,First12766,Last12766,46250,6788
45564,First45564,Last45564,40246,10746
97520,First97520,Last97520,30199,20928
10451,First10451,Last10451,38919,7045
89224,First89224,Last89224,48575,55962
99806,First99806,Last99806,40367,14671
16620,First16620,Last16620,42710,9131
90959,First90959,Last90959,30782,2918
56049,First56049,Last56049,40641,27898
85256,First85256,Last85256,36503,60183
54229,First54229,Last54229,33674,26801
32788,First32788,Last32788,39134,25183
23193,First23193,Last23193,47873,5612
29512,First29512,Last29512,47739,23544
10494,First10494,Last10494,39181,4498
98974,First98974,Last98974,36430,52229
86835,First86835,Last86835,46402,29607
63751,First63751,Last63751,45677,2760
72760,First72760,Last72760,32530,9348
13571,First13571,Last13571,59940,8433
30910,First30910,Last30910,47035,21495
58471,First58471,Last58471,56245,38065
63845,First63845,Last63845,49337,4750
75181,First75181,Last75181,32059,50313
84505,First84505,Last84505,31406,66781
23435,First23435,Last23435,32526,6713
55796,First55796,Last55796,47181,46478
13647,First13647,Last13647,46528,8055
35702,First35702,Last35702,41345,11370
23625,First23625,Last23625,39519,2019
27190,First27190,Last27190,41062,5491
89871,First89871,Last89871,43087,73869
83547,First83547,Last83547,42312,13316
59649,First59649,Last59649,43348,18672
23368,First23368,Last23368,33781,4981
27078,First27078,Last27078,45954,20691
39043,First39043,Last39043,41275,15128
36031,First36031,Last36031,47225,2433
55521,First55521,Last55521,34325,36734
93830,First93830,Last93830,48078,60681
4563,First4563,Last4563,36756,3710
29380,First29380,Last29380,41013,3877
59455,First59455,Last59455,45005,41490
58940,First58940,Last58940,35454,22811
73791,First73791,Last73791,31862,40065
49231,First49231,Last49231,34707,28102
96394,First96394,Last96394,44511,33137
48165,First48165,Last48165,34170,9283
79303,First79303,Last79303,39582,51814
82915,First82915,Last82915,41866,34546
64085,First64085,Last64085,30619,6573
43358,First43358,Last43358,38611,12006
98889,First98889,Last98889,31918,54467
26970,First26970,Last26970,42908,4208
96118,First96118,Last96118,43269,27312
62014,First62014,Last62014,37012,42493
70414,First70414,Last70414,40404,46388
89137,First89137,Last89137,42823,10670
88435,First88435,Last88435,33444,61998
93398,First93398,Last93398,48553,42094
17395,First17395,Last17395,52113,580
45791,First45791,Last45791,48781,25748
16674,First16674,Last16674,49969,12283
64277,First64277,Last64277,45896,1828
38720,First38720,Last38720,42155,2796
64320,First64320,Last64320,33618,26412
96883,First96883,Last96883,49808,37010
9143,First9143,Last9143,36713,193
73056,First73056,Last73056,46989,27821
78827,First78827,Last78827,45785,54987
91891,First91891,Last91891,41633,72596
18118,First18118,Last18118,38191,7640
99057,First99057,Last99057,36219,60604
83951,First83951,Last83951,41352,15814
61270,First61270,Last61270,44281,45340
92083,First92083,Last92083,35577,17989
93161,First93161,Last93161,43356,44741
49384,First49384,Last49384,37470,23902
745,First745,Last745,40842,549
95739,First95739,Last95739,35043,37064
92965,First92965,Last92965,41824,37839
20550,First20550,Last20550,36930,7000
58383,First58383,Last58383,38396,21744
26421,First26421,Last26421,43386,16070
9437,First9437,Last9437,43540,7319
37534,First37534,Last37534,52660,17758
50123,First50123,Last50123,44949,4756
60710,First60710,Last60710,40123,10495
14875,First14875,Last14875,49736,10074
31660,First31660,Last31660,38527,12387
79391,First79391,Last79391,36521,6683
43846,First43846,Last43846,48307,2004
90002,First90002,Last90002,41283,52378
96008,First96008,Last96008,31548,17806
24087,First24087,Last24087,41146,1419
30947,First30947,Last30947,37818,23380
99782,First99782,Last99782,49433,1721
15127,First15127,Last15127,38279,12255
35567,First35567,Last35567,38437,23546
97314,First97314,Last97314,42275,57037
25369,First25369,Last25369,46420,117
30067,First30067,Last30067,41963,20694
638,First638,Last638,43572,519
63789,First63789,Last63789,36818,50638
71604,First71604,Last71604,39719,27848
60311,First60311,Last60311,43678,19704
66375,First66375,Last66375,43504,12823
33727,First33727,Last33727,39215,6483
94184,First94184,Last94184,47408,34026
96669,First96669,Last96669,44339,52139
62257,First62257,Last62257,40383,7606
84368,First84368,Last84368,44755,68012
31925,First31925,Last31925,41959,21787
51016,First51016,Last51016,30583,10910
35507,First35507,Last35507,38553,6533
70558,First70558,Last70558,39359,25908
61756,First61756,Last61756,33812,6854
23558,First23558,Last23558,49844,16876
2236,First2236,Last2236,49198,69
13339,First13339,Last13339,46262,10348
73687,First73687,Last73687,49262,58346
28309,First28309,Last28309,40242,3364
32280,First32280,Last32280,47168,16530
32351,First32351,Last32351,45317,3689
26141,First26141,Last26141,49203,5684
74022,First74022,Last74022,41929,19766
95369,First95369,Last95369,30633,73567
38031,First38031,Last38031,32012,12799
77921,First77921,Last77921,44093,51713
9875,First9875,Last9875,36223,3952
22572,First22572,Last22572,35418,18688
68861,First68861,Last68861,40284,31223
61869,First61869,Last61869,46372,19049
19721,First19721,Last19721,42002,10109
58131,First58131,Last58131,35876,34388
41228,First41228,Last41228,48739,8628
78629,First78629,Last78629,42091,49347
24162,First24162,Last24162,39459,8261
71744,First71744,Last71744,43119,18687
43611,First43611,Last43611,48359,11473
32048,First32048,Last32048,30017,25239
79248,First79248,Last79248,37282,21683
43298,First43298,Last43298,38251,22083
31787,First31787,Last31787,49948,2107
13768,First13768,Last13768,42980,2977
48259,First48259,Last48259,32926,1783
6036,First6036,Last6036,37234,2250
31275,First31275,Last31275,38260,24171
66342,First66342,Last66342,31748,173
22767,First22767,Last22767,50960,3404
63017,First63017,Last63017,44872,16700
51548,First51548,Last51548,33237,27109
54330,First54330,Last54330,49872,1918
29855,First29855,Last29855,32136,22250
76640,First76640,Last76640,32700,48670
2111,First2111,Last2111,47333,1069
44157,First44157,Last44157,32723,20941
5975,First5975,Last5975,41827,1859
28666,First28666,Last28666,46618,5661
77763,First77763,Last77763,34613,38102
12513,First12513,Last12513,47473,1848
19245,First19245,Last19245,43064,9453
55961,First55961,Last55961,34190,12593
10226,First10226,Last10226,39012,7806
59257,First59257,Last59257,49285,48280
53950,First53950,Last53950,44146,21171
21059,First21059,Last21059,46934,16146
55066,First55066,Last55066,36204,32220
88086,First88086,Last88086,32240,18130
97806,First97806,Last97806,34409,2139
70841,First70841,Last70841,41912,12506
13568,First13568,Last13568,48028,1326
29677,First29677,Last29677,45472,19367
41439,First41439,Last41439,44429,13265
8845,First8845,Last8845,33212,5549
83952,First83952,Last83952,49026,35637
81538,First81538,Last81538,40787,62750
8558,First8558,Last8558,48192,700
29009,First29009,Last29009,35930,21622
74299,First74299,Last74299,37206,3680
31850,First31850,Last31850,64465,4498
38409,First38409,Last38409,42529,31285
27441,First27441,Last27441,32727,20193
35582,First35582,Last35582,47059,12692
93552,First93552,Last93552,35206,75718
19330,First19330,Last19330,61319,9568
61170,First61170,Last61170,32795,9050
59651,First59651,Last59651,31283,37907
76226,First76226,Last76226,37093,46893
61029,First61029,Last61029,39724,31726
96692,First96692,Last96692,43018,63818
76961,First76961,Last76961,45354,59911
61926,First61926,Last61926,37628,10591
98315,First98315,Last98315,48779,76548
58519,First58519,Last58519,48290,9270
59160,First59160,Last59160,34399,29478
13043,First13043,Last13043,48851,6353
14838,First14838,Last14838,55576,2880
41803,First41803,Last41803,35524,22394
94390,First94390,Last94390,41117,51238
65561,First65561,Last65561,41067,36168
72346,First72346,Last72346,44908,34019
15709,First15709,Last15709,48536,12943
80634,First80634,Last80634,38835,149
41258,First41258,Last41258,39678,19820
21944,First21944,Last21944,42106,13693
36155,First36155,Last36155,33217,9632
42159,First42159,Last42159,38959,24705
57425,First57425,Last57425,43019,15015
32199,First32199,Last32199,31155,2684
51168,First51168,Last51168,48170,34033
30072,First30072,Last30072,31212,9119
19726,First19726,Last19726,43130,8409
3844,First3844,Last3844,32466,316
92406,First92406,Last92406,34253,8077
59639,First59639,Last59639,35599,40627
62774,First62774,Last62774,47599,45468
7651,First7651,Last7651,47449,1856
73189,First73189,Last73189,49735,32583
53763,First53763,Last53763,36483,29024
36112,First36112,Last36112,37642,11102
90158,First90158,Last90158,42121,71432
60049,First60049,Last60049,33703,31963
19794,First19794,Last19794,40097,11476
80559,First80559,Last80559,33866,30065
70862,First70862,Last70862,40672,48240
25771,First25771,Last25771,41609,12767
12469,First12469,Last12469,37199,9909
79084,First79084,Last79084,30112,2000
85490,First85490,Last85490,39257,6789
83627,First83627,Last83627,40752,35262
90885,First90885,Last90885,35427,41527
99718,First99718,Last99718,48759,44279
76729,First76729,Last76729,44753,46411
15039,First15039,Last15039,34757,7533
55386,First55386,Last55386,40125,43840
91277,First91277,Last91277,46161,59570
88195,First88195,Last88195,33429,5628
45466,First45466,Last45466,44274,8988
9552,First9552,Last9552,49213,2733
39843,First39843,Last39843,32564,19550
58547,First58547,Last58547,45517,41786
15379,First15379,Last15379,43279,1621
30340,First30340,Last30340,47506,16132
67554,First67554,Last67554,35897,18936
52032,First52032,Last52032,41762,6859
94346,First94346,Last94346,32474,29742
79394,First79394,Last79394,31701,45653
89168,First89168,Last89168,38609,62614
17239,First17239,Last17239,33066,8088
41098,First41098,Last41098,49340,10364
39089,First39089,Last39089,30422,14506
1769,First1769,Last1769,72074,575
81327,First81327,Last81327,48567,29554
225,First225,Last225,51776,72
77044,First77044,Last77044,40430,27816
46365,First46365,Last46365,33978,2019
25752,First25752,Last25752,40691,5146
35233,First35233,Last35233,31702,15247
64259,First64259,Last64259,45557,24254
5805,First5805,Last5805,35218,10
33486,First33486,Last33486,55783,10464
23189,First23189,Last23189,38948,1814
81140,First81140,Last81140,48150,32423
82079,First82079,Last82079,46625,67781
91,First91,Last91,72275,57
11309,First11309,Last11309,47974,106
51183,First51183,Last51183,38425,10434
79941,First79941,Last79941,42822,429
64195,First64195,Last64195,32676,52291
6061,First6061,Last6061,45559,3344
18770,First18770,Last18770,50970,6089
22171,First22171,Last22171,39835,6075
72631,First72631,Last72631,33169,12167
31142,First31142,Last31142,32974,8895
88220,First88220,Last88220,42333,8208
37247,First37247,Last37247,52497,24772
80163,First80163,Last80163,31597,55940
61988,First61988,Last61988,42240,9145
40726,First40726,Last40726,45979,24391
88317,First88317,Last88317,35070,72938
5414,First5414,Last5414,43183,738
90363,First90363,Last90363,38862,29630
43680,First43680,Last43680,30504,983
2006,First2006,Last2006,32474,276
62246,First62246,Last62246,38390,43368
16002,First16002,Last16002,31578,7199
25049,First25049,Last25049,64093,13786
75013,First75013,Last75013,49564,33854
7458,First7458,Last7458,45105,3374
20209,First20209,Last20209,46723,10913
61242,First61242,Last61242,48835,51010
88572,First88572,Last88572,49744,8882
25482,First25482,Last25482,31430,1889
68707,First68707,Last68707,48778,12056
7162,First7162,Last7162,45022,3106
27922,First27922,Last27922,37111,15334
59564,First59564,Last59564,35475,32798
18997,First18997,Last18997,44372,6207
25691,First25691,Last25691,30988,3177
37504,First37504,Last37504,42364,21072
28075,First28075,Last28075,48846,2665
57483,First57483,Last57483,44362,15306
57363,First57363,Last57363,36538,29311
56188,First56188,Last56188,43513,27106
29014,First29014,Last29014,43366,1120
75208,First75208,Last75208,48376,7649
86804,First86804,Last86804,46408,48170
31107,First31107,Last31107,45193,12078
95725,First95725,Last95725,47662,27841
80619,First80619,Last80619,46394,18808
16112,First16112,Last16112,36559,9578
53626,First53626,Last53626,46787,5875
86767,First86767,Last86767,38273,44455
39008,First39008,Last39008,46394,12679
8960,First8960,Last8960,40404,4962
13346,First13346,Last13346,39348,5326
82825,First82825,Last82825,42671,62847
91123,First91123,Last91123,35468,5106
97767,First97767,Last97767,43748,18653
39912,First39912,Last39912,31562,19622
20668,First20668,Last20668,39239,2023
86649,First86649,Last86649,44401,19283
55216,First55216,Last55216,36881,30099
74587,First74587,Last74587,41791,41998
36092,First36092,Last36092,66344,25183
74950,First74950,Last74950,44327,21698
46492,First46492,Last46492,35625,21190
94266,First94266,Last94266,38954,17596
19843,First19843,Last19843,49520,6129
11152,First11152,Last11152,33524,7372
55150,First55150,Last55150,45892,17442
84108,First84108,Last84108,41277,32167
50354,First50354,Last50354,39168,13759
68165,First68165,Last68165,41120,56429
26362,First26362,Last26362,39489,20513
72567,First72567,Last72567,39700,39033
53998,First53998,Last53998,49060,1934
11356,First11356,Last11356,42084,2582
62097,First62097,Last62097,37058,40783
67716,First67716,Last67716,30668,5718
78430,First78430,Last78430,33075,50552
69615,First69615,Last69615,42178,28668
16472,First16472,Last16472,40884,3352
86686,First86686,Last86686,46005,18612
42791,First42791,Last42791,45551,7978
90548,First90548,Last90548,44537,14566
13001,First13001,Last13001,44102,6504
98268,First98268,Last98268,33771,18076
83590,First83590,Last83590,47932,28799
81860,First81860,Last81860,30368,34457
27906,First27906,Last27906,45537,17408
80178,First80178,Last80178,30122,25635
29451,First29451,Last29451,57337,8472
41564,First41564,Last41564,42093,17812
78373,First78373,Last78373,42193,36417
1764,First1764,Last1764,33171,749
93408,First93408,Last93408,30508,61416
6110,First6110,Last6110,42792,3099
70631,First70631,Last70631,37097,19578
16942,First16942,Last16942,39083,12127
87474,First87474,Last87474,42816,61377
97611,First97611,Last97611,34229,40490
4236,First4236,Last4236,45887,3273
66202,First66202,Last66202,32308,23671
20520,First20520,Last20520,40489,8004
94644,First94644,Last94644,36222,32124
53564,First53564,Last53564,49708,24152
69693,First69693,Last69693,36358,55292
31637,First31637,Last31637,33585,13901
1111,First1111,Last1111,39326,258
60654,First60654,Last60654,32665,49448
3436,First3436,Last3436,42084,2138
54945,First54945,Last54945,31602,25163
45593,First45593,Last45593,35850,7943
72356,First72356,Last72356,33837,5460
92603,First92603,Last92603,39726,58502
89960,First89960,Last89960,42575,7021
42809,First42809,Last42809,58605,11508
78320,First78320,Last78320,47941,52118
84514,First84514,Last84514,37232,15729
54689,First54689,Last54689,45055,20599
93112,First93112,Last93112,36376,44842
60598,First60598,Last60598,33065,26745
91196,First91196,Last91196,32954,5869
15390,First15390,Last15390,33745,1493
37779,First37779,Last37779,40561,15648
89897,First89897,Last89897,30245,16797
20702,First20702,Last20702,34983,14251
86378,First86378,Last86378,33412,47368
17667,First17667,Last17667,40673,9252
29027,First29027,Last29027,49684,15635
52640,First52640,Last52640,38291,36880
69464,First69464,Last69464,36270,22604
97917,First97917,Last97917,39605,77417
81617,First81617,Last81617,30739,7535
15982,First15982,Last15982,41190,864
54686,First54686,Last54686,32437,1399
53874,First53874,Last53874,35654,26705
41441,First41441,Last41441,61131,17760
25393,First25393,Last25393,39176,17327
94217,First94217,Last94217,32612,32581
11513,First11513,Last11513,37094,8407
64080,First64080,Last64080,30222,31661
18333,First18333,Last18333,32308,7942
87098,First87098,Last87098,45196,52175
93510,First93510,Last93510,34345,34903
54981,First54981,Last54981,42350,13106
77277,First77277,Last77277,43346,31752
98779,First98779,Last98779,40875,51451
33584,First33584,Last33584,33067,23856
60689,First60689,Last60689,31621,30537
20077,First20077,Last20077,36532,14062
77292,First77292,Last77292,49637,7077
30659,First30659,Last30659,38165,19555
72450,First72450,Last72450,32498,42684
78196,First78196,Last78196,42506,46469
35343,First35343,Last35343,56444,14135
99884,First99884,Last99884,30384,42371
79342,First79342,Last79342,37517,58834
49296,First49296,Last49296,36307,24949
79022,First79022,Last79022,31181,4215
7244,First7244,Last7244,43392,2742
60944,First60944,Last60944,36256,42800
1746,First1746,Last1746,37212,790
61659,First61659,Last61659,46879,36751
39975,First39975,Last39975,41710,22059
63886,First63886,Last63886,48212,30844
23158,First23158,Last23158,69000,5069
24272,First24272,Last24272,31420,4523
84212,First84212,Last84212,33682,1435
2109,First2109,Last2109,45108,1374
32969,First32969,Last32969,56621,25083
76895,First76895,Last76895,44069,7680
64142,First64142,Last64142,47727,48610
25293,First25293,Last25293,47361,9380
85969,First85969,Last85969,35207,36142
87563,First87563,Last87563,46424,18637
73403,First73403,Last73403,31970,40991
59098,First59098,Last59098,43188,19849
36820,First36820,Last36820,45630,3862
21624,First21624,Last21624,44357,12842
6411,First6411,Last6411,49736,3909
97161,First97161,Last97161,43136,70375
5464,First5464,Last5464,48405,3536
60412,First60412,Last60412,30869,27203
77632,First77632,Last77632,49674,62296
42158,First42158,Last42158,37227,31657
36492,First36492,Last36492,32540,23978
33448,First33448,Last33448,48624,26665
8111,First8111,Last8111,105995,5382
57625,First57625,Last57625,36250,9482
59347,First59347,Last59347,31609,42829
70245,First70245,Last70245,34867,5622
37789,First37789,Last37789,38912,9656
6466,First6466,Last6466,39615,4250
20200,First20200,Last20200,68428,2300
24935,First24935,Last24935,46889,15300
49393,First49393,Last49393,41069,11000
73737,First73737,Last73737,31943,48956
37348,First37348,Last37348,37655,12306
41694,First41694,Last41694,67660,34188
52704,First52704,Last52704,35018,38650
71195,First71195,Last71195,43418,37606
43728,First43728,Last43728,37577,23183
50842,First50842,Last50842,49575,33498
34874,First34874,Last34874,45581,1023
37989,First37989,Last37989,48233,3826
98473,First98473,Last98473,42327,77479
69273,First69273,Last69273,41503,40942
8418,First8418,Last8418,45700,571
12935,First12935,Last12935,36271,7716
81619,First81619,Last81619,49675,8449
61547,First61547,Last61547,44455,45217
92979,First92979,Last92979,36819,20109
20706,First20706,Last20706,39065,9065
40549,First40549,Last40549,33060,28356
85570,First85570,Last85570,30322,67790
61110,First61110,Last61110,36592,31103
41938,First41938,Last41938,36506,32964
18398,First18398,Last18398,37242,9246
71995,First71995,Last71995,45198,7381
94032,First94032,Last94032,33105,20120
14698,First14698,Last14698,45768,8071
80546,First80546,Last80546,45567,52845
4569,First4569,Last4569,41852,3019
65142,First65142,Last65142,60635,42247
17475,First17475,Last17475,33238,2973
41426,First41426,Last41426,39419,659
33853,First33853,Last33853,41834,20081
23951,First23951,Last23951,43256,18405
70762,First70762,Last70762,47719,57970
88346,First88346,Last88346,31784,5371
91799,First91799,Last91799,43849,42625
24085,First24085,Last24085,45857,18798
8384,First8384,Last8384,66286,2088
78337,First78337,Last78337,39733,46256
95229,First95229,Last95229,42673,57719
18576,First18576,Last18576,56467,14403
62057,First62057,Last62057,42999,20962
60016,First60016,Last60016,31890,12863
63132,First63132,Last63132,34459,42588
62341,First62341,Last62341,46336,12168
7611,First7611,Last7611,42590,6096
49812,First49812,Last49812,39324,3174
41892,First41892,Last41892,40781,12645
30812,First30812,Last30812,30081,21125
27997,First27997,Last27997,45695,12486
6454,First6454,Last6454,31861,379
79601,First79601,Last79601,44527,50105
61431,First61431,Last61431,32666,16217
80233,First80233,Last80233,45705,56994
14282,First14282,Last14282,49167,1617
87664,First87664,Last87664,48630,60080
26242,First26242,Last26242,30309,5842
39229,First39229,Last39229,36397,19191
38051,First38051,Last38051,40288,745
82708,First82708,Last82708,41063,64515
40030,First40030,Last40030,46883,23075
35436,First35436,Last35436,43339,23039
94058,First94058,Last94058,33476,76792
42741,First42741,Last42741,63946,26538
44787,First44787,Last44787,56357,2646
62468,First62468,Last62468,45074,16214
29790,First29790,Last29790,43714,7825
50280,First50280,Last50280,46088,8224
9890,First9890,Last9890,47674,6074
83653,First83653,Last83653,38234,58702
63819,First63819,Last63819,46645,34382
38670,First38670,Last38670,35523,27910
31622,First31622,Last31622,31654,17232
14937,First14937,Last14937,54959,5098
6186,First6186,Last6186,43803,3659
36833,First36833,Last36833,37784,22454
23480,First23480,Last23480,69377,8563
7022,First7022,Last7022,41226,3092
8470,First8470,Last8470,35237,4587
34701,First34701,Last34701,45954,19254
27696,First27696,Last27696,49426,21196
64542,First64542,Last64542,44515,51996
8140,First8140,Last8140,52269,963
3690,First3690,Last3690,40551,1449
77539,First77539,Last77539,45839,34246
21477,First21477,Last21477,42276,9218
12746,First12746,Last12746,33033,3713
60218,First60218,Last60218,40748,17158
5004,First5004,Last5004,45082,1038
1237,First1237,Last1237,37057,34
26779,First26779,Last26779,48404,20363
96162,First96162,Last96162,36092,34043
26616,First26616,Last26616,49375,20449
35492,First35492,Last35492,32693,8235
58129,First58129,Last58129,46244,15227
24095,First24095,Last24095,43067,10932
4638,First4638,Last4638,51585,603
26181,First26181,Last26181,61560,5899
37458,First37458,Last37458,41506,4147
9968,First9968,Last9968,30370,1077
8688,First8688,Last8688,39852,4734
26998,First26998,Last26998,35747,19839
58029,First58029,Last58029,44582,16674
58963,First58963,Last58963,35064,48904
64102,First64102,Last64102,57015,19406
72394,First72394,Last72394,32606,45580
54962,First54962,Last54962,37319,41081
89749,First89749,Last89749,31044,34853
67510,First67510,Last67510,53687,21828
73497,First73497,Last73497,34265,29039
99859,First99859,Last99859,32421,22599
96281,First96281,Last96281,38355,21883
77374,First77374,Last77374,45360,8800
20300,First20300,Last20300,47158,2579
41042,First41042,Last41042,34981,15954
65904,First65904,Last65904,36606,29244
47763,First47763,Last47763,34300,30372
96011,First96011,Last96011,39072,59473
88160,First88160,Last88160,35391,29974
21376,First21376,Last21376,57720,14838
60376,First60376,Last60376,37230,41496
93185,First93185,Last93185,32164,1362
81809,First81809,Last81809,38919,33652
81644,First81644,Last81644,46314,29721
40443,First40443,Last40443,36831,4371
85717,First85717,Last85717,41404,2642
20462,First20462,Last20462,46824,3134
53962,First53962,Last53962,49282,40344
49726,First49726,Last49726,32671,33383
37333,First37333,Last37333,43568,16761
99055,First99055,Last99055,44028,42541
36775,First36775,Last36775,31656,498
71509,First71509,Last71509,37997,54752
41124,First41124,Last41124,36612,14703
9282,First9282,Last9282,42335,2283
51015,First51015,Last51015,46256,34831
83056,First83056,Last83056,37844,60441
50078,First50078,Last50078,32760,34448
64738,First64738,Last64738,48586,10069
9688,First9688,Last9688,31601,6407
19628,First19628,Last19628,63308,2812
70206,First70206,Last70206,36615,24165
61347,First61347,Last61347,49609,2618
78764,First78764,Last78764,33682,59615
54871,First54871,Last54871,43805,25421
50888,First50888,Last50888,40078,14500
92567,First92567,Last92567,48379,47525
63627,First63627,Last63627,31719,45580
20005,First20005,Last20005,51680,4530
69946,First69946,Last69946,40646,25376
49706,First49706,Last49706,49982,11726
99256,First99256,Last99256,33354,16609
56364,First56364,Last56364,39551,10255
91901,First91901,Last91901,36995,59032
76566,First76566,Last76566,30903,37351
82843,First82843,Last82843,32728,20350
99800,First99800,Last99800,35127,3486
6586,First6586,Last6586,43386,3651
86368,First86368,Last86368,47739,18325
67980,First67980,Last67980,40096,51714
49514,First49514,Last49514,31372,35592
56470,First56470,Last56470,40853,41595
7619,First7619,Last7619,49508,2037
99785,First99785,Last99785,47619,9456
55191,First55191,Last55191,45418,33470
99456,First99456,Last99456,43584,82696
79357,First79357,Last79357,39322,1661
37350,First37350,Last37350,49441,12967
7861,First7861,Last7861,31975,2417
32434,First32434,Last32434,38610,15462
19448,First19448,Last19448,48591,2616
34378,First34378,Last34378,40465,17252
7106,First7106,Last7106,53513,5445
16735,First16735,Last16735,35715,5570
98553,First98553,Last98553,34863,72909
17496,First17496,Last17496,33973,14441
70549,First70549,Last70549,43470,46500
53725,First53725,Last53725,42933,10077
63038,First63038,Last63038,40550,177
74325,First74325,Last74325,33340,5516
1110,First1110,Last1110,48561,63
82340,First82340,Last82340,40391,31766
8025,First8025,Last8025,34700,1905
1214,First1214,Last1214,52458,756
48082,First48082,Last48082,46141,39375
51835,First51835,Last51835,30596,9182
28673,First28673,Last28673,63405,11018
72106,First72106,Last72106,47741,18873
39917,First39917,Last39917,41398,12524
92869,First92869,Last92869,48498,73981
89810,First89810,Last89810,31063,16502
29358,First29358,Last29358,33873,23637
94301,First94301,Last94301,45908,68281
6848,First6848,Last6848,31976,694
35978,First35978,Last35978,49747,17299
39803,First39803,Last39803,48717,30173
60308,First60308,Last60308,47203,35248
48546,First48546,Last48546,34219,5230
20548,First20548,Last20548,35520,8158
3908,First3908,Last3908,35141,1278
88526,First88526,Last88526,42687,51877
51734,First51734,Last51734,44254,13521
18314,First18314,Last18314,54801,3915
90348,First90348,Last90348,39716,61888
30052,First30052,Last30052,55281,8656
45211,First45211,Last45211,50000,14333
95746,First95746,Last95746,40603,72214
91792,First91792,Last91792,44213,54192
1515,First1515,Last1515,42631,959
93164,First93164,Last93164,49353,29790
88377,First88377,Last88377,45823,8214
26914,First26914,Last26914,43292,18441
75031,First75031,Last75031,35454,43412
29051,First29051,Last29051,49153,1003
4392,First4392,Last4392,63773,1748
22961,First22961,Last22961,44383,12442
57727,First57727,Last57727,44575,40496
99711,First99711,Last99711,45090,1356
76046,First76046,Last76046,38273,14707
75440,First75440,Last75440,47147,9850
56492,First56492,Last56492,47737,41704
99646,First99646,Last99646,40385,32061
91324,First91324,Last91324,34416,58388
54558,First54558,Last54558,48323,28551
66810,First66810,Last66810,41982,51271
55388,First55388,Last55388,35394,19163
84625,First84625,Last84625,36006,2773
79571,First79571,Last79571,31480,51919
11621,First11621,Last11621,41114,1325
18247,First18247,Last18247,36695,4963
6852,First6852,Last6852,52247,4899
82256,First82256,Last82256,39483,60144
36116,First36116,Last36116,37218,25137
55639,First55639,Last55639,34168,41130
21027,First21027,Last21027,48735,3165
91439,First91439,Last91439,33839,67228
22174,First22174,Last22174,40407,12030
60495,First60495,Last60495,43576,1111
33828,First33828,Last33828,36104,25110
81541,First81541,Last81541,45594,28494
77609,First77609,Last77609,49964,41786
30638,First30638,Last30638,44346,24268
961,First961,Last961,49309,695
